image_path,category,scanner_model,file_name,width,height,channels_or_mode,format,dpi,file_size_bytes,md5
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_17.tif,official_scans,Official,s7_17.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,c6a99e3c3dd3868e41a80390b136553a
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_22.tif,official_scans,Official,s7_22.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,2bfdd7f85c1382f6834c2ba63048a0f2
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_25.tif,official_scans,Official,s7_25.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,85c8f09e40b9c15509846b14857fe41f
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_26.tif,official_scans,Official,s7_26.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,cf6453d7a51a55236c499939eb3d61b8
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_27.tif,official_scans,Official,s7_27.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,2f2eb786a2c9ff802ad1778a6068987a
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_28.tif,official_scans,Official,s7_28.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,b18471f98c0e53c0dedc4cb3d218c0fa
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_29.tif,official_scans,Official,s7_29.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,dfcc9a434d60da932a2ca4a36d1c72bd
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_3.tif,official_scans,Official,s7_3.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,0f87ed4ce5d945087d427a60d4d5cc06
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_31.tif,official_scans,Official,s7_31.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,1111109aceacbbe8f7c958a0c493ed0d
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_33.tif,official_scans,Official,s7_33.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,0f56fbfcb27af577c9d756fd0a84b47d
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_37.tif,official_scans,Official,s7_37.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,a6bc7da1318233c1d72b2fefd21387da
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_4.tif,official_scans,Official,s7_4.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,e4a0c855e762c59052762c16efa3e46b
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_46.tif,official_scans,Official,s7_46.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,3b3bd9a0fed11cde0b2f91fbc58fa9e5
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_50.tif,official_scans,Official,s7_50.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,f3bf3803a02a4139a7e90b68b7ab1702
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_51.tif,official_scans,Official,s7_51.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,e488924364d67e50af8e612833e18f98
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_54.tif,official_scans,Official,s7_54.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,08656eefde215aafbf40fe144d3f3e70
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_57.tif,official_scans,Official,s7_57.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,e8a3e6fda2f25f7a79d4fae6f904fbd5
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_58.tif,official_scans,Official,s7_58.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,658321c48dbf5eea69240d83bc68b027
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_6.tif,official_scans,Official,s7_6.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,37271d3b40f107bda8595b682ec8f755
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_62.tif,official_scans,Official,s7_62.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,0491a4012b1ee89d88fdcb79e3d181a3
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_63.tif,official_scans,Official,s7_63.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,ee6c54e0862931818e2222eea085b67c
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_64.tif,official_scans,Official,s7_64.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,51c5b85fec2909940c62cbeb5aaccc07
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_65.tif,official_scans,Official,s7_65.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,921d935ed5f5d87ca2d15f08450b48c0
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_66.tif,official_scans,Official,s7_66.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,19d4af2fd9fe8eeaa75b799d36d23fe1
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_67.tif,official_scans,Official,s7_67.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,4f990bc8b3eed8125c9845400c930b69
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_68.tif,official_scans,Official,s7_68.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,8ca08b2e9ce9b0f577f2fd0fdf4de317
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_69.tif,official_scans,Official,s7_69.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,b8b36cf16ae6b454c6797ca1fe2077f2
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_70.tif,official_scans,Official,s7_70.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,48bb56b0669319e8b83cc269b42fef9e
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_71.tif,official_scans,Official,s7_71.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,b991925f81640fa4c5cf49077de72bc9
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_72.tif,official_scans,Official,s7_72.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,b922c33ee1bac67ddcbfbfbd86515fff
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_73.tif,official_scans,Official,s7_73.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,21094f9259c079df31dda1e142fb0f4d
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_74.tif,official_scans,Official,s7_74.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,76ec286b10e3f41f2f641829e61bba09
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_75.tif,official_scans,Official,s7_75.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,215de14eced302e1463dcbb39157ca9e
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_76.tif,official_scans,Official,s7_76.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,9b04a6546374b1b51c6f829d76086f46
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_77.tif,official_scans,Official,s7_77.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,0d5f18cf19b08a41df223d20a0a75ef9
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_78.tif,official_scans,Official,s7_78.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,4f38b26d1ae1b662b67848ab3bdd1c4c
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_79.tif,official_scans,Official,s7_79.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,59de9efb43b26d56da26e94e5bbd3688
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_80.tif,official_scans,Official,s7_80.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,9eb018fc7fb0433188eb0ebb858ca6b2
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_81.tif,official_scans,Official,s7_81.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,7c950d1aeb3da572bc92f2b589c81325
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_82.tif,official_scans,Official,s7_82.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,65a14e13fc7e2ff86de12f6b2f026807
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_83.tif,official_scans,Official,s7_83.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,602ec619f76fcfd5e6df7626ccb3aa31
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_84.tif,official_scans,Official,s7_84.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,e775d5b00f23f2eb425ace4b6c6945eb
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_85.tif,official_scans,Official,s7_85.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,49a1df120d76b29dff5f5c5ad1abce27
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_86.tif,official_scans,Official,s7_86.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,4a0ec8417e201ba5caa616eaf6681c8d
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_87.tif,official_scans,Official,s7_87.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,dea865194d083f09d36b7c8248b14e12
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_88.tif,official_scans,Official,s7_88.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,0798b48494d90b68d48db88314935ed5
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_89.tif,official_scans,Official,s7_89.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,57463faa6614cd53788f23033def1683
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_9.tif,official_scans,Official,s7_9.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,fc8d8c1343bc81c93feb1092762d4509
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_90.tif,official_scans,Official,s7_90.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,22c49cd497d5b71152f7fe29f428c031
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_91.tif,official_scans,Official,s7_91.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,e63816c32299cb7430ea8d5a33f813e2
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_92.tif,official_scans,Official,s7_92.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,649fd56821f06491f9b83f245681783b
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_93.tif,official_scans,Official,s7_93.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,6a53d783e8a7e5b65e26c1b38f561b45
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_94.tif,official_scans,Official,s7_94.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,7b5217699bd69ba16feb1f68d883838f
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_95.tif,official_scans,Official,s7_95.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,1b34219cc8b94ae662545b7afebb4130
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_96.tif,official_scans,Official,s7_96.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,5ceda7c1f8d2811c9e2e381e38201bc5
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_97.tif,official_scans,Official,s7_97.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,c4e8733ce8bc0dcb6e94382c9053ad2e
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_98.tif,official_scans,Official,s7_98.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,80141748b035e1e2cb12e7799b19b563
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV370-2\150\s7_99.tif,official_scans,Official,s7_99.tif,1236.0,1754.0,RGB,TIFF,151.0,6506011,1483f286933f4acfac419f641a3895be
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_100.tif,official_scans,Official,s8_100.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,f721f610df4c8ba3c3e445acc5d3770e
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_18.tif,official_scans,Official,s8_18.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,9cde1619781cbf75cf67254b05d0de30
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_24.tif,official_scans,Official,s8_24.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,e7b3ddd010d47619b42f23c6acd30c92
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_33.tif,official_scans,Official,s8_33.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,bbd0358773dfd58b99ef1bfe6169e732
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_41.tif,official_scans,Official,s8_41.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,df25b80dc2425c02a6e03ff55808effc
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_46.tif,official_scans,Official,s8_46.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,bb11e0e880c5e0d59272fc411a1a9bf5
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_47.tif,official_scans,Official,s8_47.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,6a9ef58e17e5604f25fb8e38273bffb1
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_48.tif,official_scans,Official,s8_48.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,97c8edd052caebe2ece015138d657045
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_49.tif,official_scans,Official,s8_49.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,cbd5ae6c18ed6e59627bf50a0e5c1ade
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_51.tif,official_scans,Official,s8_51.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,bcad05341a832f2345d919315d20cef7
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_53.tif,official_scans,Official,s8_53.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,3df310c24efbd1d29364d11d7c5a7531
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_57.tif,official_scans,Official,s8_57.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,5cf378f1296fe8dfcb909439c15753b1
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_6.tif,official_scans,Official,s8_6.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,d9c0951c5c6cb722fa41a0eae4322599
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_60.tif,official_scans,Official,s8_60.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,8bb176b8b2a500618e50fb79f86bb887
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_69.tif,official_scans,Official,s8_69.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,d3d90643d44a039f52e4511e1e17bc13
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_78.tif,official_scans,Official,s8_78.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,9281d4ea19826d7e8a73483fca0224cd
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_83.tif,official_scans,Official,s8_83.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,da1b195b05b84adc6126322bed7f793b
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_84.tif,official_scans,Official,s8_84.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,4d28242f9429b228211886e067c1a33a
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_86.tif,official_scans,Official,s8_86.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,35d410e0139aa8586dc3bc23b2541d69
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_87.tif,official_scans,Official,s8_87.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,012aef26992b2d37aa5bff2b269a1631
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_88.tif,official_scans,Official,s8_88.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,fa428929ed30be3dc3e3aa375f3c8f1b
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_89.tif,official_scans,Official,s8_89.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,27ed73ae172065b96efde7a2b5472319
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_90.tif,official_scans,Official,s8_90.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,a5f163c9eef74f6a2a9ffe4b1d067f9e
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_91.tif,official_scans,Official,s8_91.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,8768343a501b55d69b4279a787b26435
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_92.tif,official_scans,Official,s8_92.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,882dab96bc11388eb0697299cef0fe87
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_93.tif,official_scans,Official,s8_93.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,4eb8fbf980e0f5052ea402031a829c6e
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_94.tif,official_scans,Official,s8_94.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,ca80440618d2135d7a2697df224a11c5
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_95.tif,official_scans,Official,s8_95.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,6e126a1d749c7dcf5af24d5ac5406162
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_96.tif,official_scans,Official,s8_96.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,32994921dbad8b32bbc7bd35ac3c1af2
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_97.tif,official_scans,Official,s8_97.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,705f834467ea6f00022d61e73811835a
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_98.tif,official_scans,Official,s8_98.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,bcb1f3d2979eb3a30bcb52bb5b4677e8
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\150\s8_99.tif,official_scans,Official,s8_99.tif,1240.0,1754.0,RGB,TIFF,151.0,6527059,df196ad433920966072144ddc257c4fd
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\300\s8_70.tif,official_scans,Official,s8_70.tif,2480.0,3508.0,RGB,TIFF,301.0,26106955,b1436516f22b0046e817e1b1258e8aa4
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\300\s8_71.tif,official_scans,Official,s8_71.tif,2480.0,3508.0,RGB,TIFF,301.0,26106955,ef8bac6dae6ca641f4dee66ee5ca97fc
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\300\s8_72.tif,official_scans,Official,s8_72.tif,2480.0,3508.0,RGB,TIFF,301.0,26106955,eb3d71c6d09e36a89d4f88fc4c1155d4
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-1\300\s8_73.tif,official_scans,Official,s8_73.tif,2480.0,3508.0,RGB,TIFF,301.0,26106955,cf098f143b11be95f7ed65c99b185a88
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-2\300\s9_100.tif,official_scans,Official,s9_100.tif,2480.0,3508.0,RGB,TIFF,301.0,26106955,ed069401efc1dc70dfbb4d2f59a065ff
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-2\300\s9_73.tif,official_scans,Official,s9_73.tif,2480.0,3508.0,RGB,TIFF,301.0,26106955,c0340eb0c8ed1a0439e509f40c63f889
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-2\300\s9_92.tif,official_scans,Official,s9_92.tif,2480.0,3508.0,RGB,TIFF,301.0,26106955,98f46a108b1e6ee0aff41ab2da9c3f0d
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV39-2\300\s9_98.tif,official_scans,Official,s9_98.tif,2480.0,3508.0,RGB,TIFF,301.0,26106955,ca07c58efd70b223b66fef944006c4c2
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV550\150\s10_85.tif,official_scans,Official,s10_85.tif,1239.0,1754.0,RGB,TIFF,151.0,6521797,2f80d56e06f997cfba1f5da7ab2e1d5b
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV550\150\s10_90.tif,official_scans,Official,s10_90.tif,1239.0,1754.0,RGB,TIFF,151.0,6521797,75ac3389ccfe7fa0fbc60aad03f7d484
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV550\150\s10_95.tif,official_scans,Official,s10_95.tif,1239.0,1754.0,RGB,TIFF,151.0,6521797,be668ecf360a5b7c1187ff813d14f4e0
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV550\150\s10_99.tif,official_scans,Official,s10_99.tif,1239.0,1754.0,RGB,TIFF,151.0,6521797,147a960122320001603832bfb34eb99c
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV550\300\s10_63.tif,official_scans,Official,s10_63.tif,2478.0,3508.0,RGB,TIFF,301.0,26085907,93480bdea99e11e526d81e4f64ba8329
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\EpsonV550\300\s10_64.tif,official_scans,Official,s10_64.tif,2478.0,3508.0,RGB,TIFF,301.0,26085907,df2fa406c6042a56cae46f10faa9e10e
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\150\s11_74.tif,official_scans,Official,s11_74.tif,1240.0,1743.0,RGB,TIFF,150.0,6486119,94629bb457a2acd2c9340f75993a3ec4
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\150\s11_89.tif,official_scans,Official,s11_89.tif,1240.0,1727.0,RGB,TIFF,150.0,6426583,62d31bcf93fa4ef2018db35a42217687
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_100.tif,official_scans,Official,s11_100.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,899d48fb2d98b4409f3fb585cade2f19
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_40.tif,official_scans,Official,s11_40.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,cf3296df0818335e25991bb69583116c
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_56.tif,official_scans,Official,s11_56.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,4da389a519cadf07064780fef42acd41
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_74.tif,official_scans,Official,s11_74.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,8ee9d0c6fec372da73de46c1075f7bb9
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_75.tif,official_scans,Official,s11_75.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,8f8834e816f9dd49964aa9a32bd08f01
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_76.tif,official_scans,Official,s11_76.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,8e578a81ac17cec61211a32d66b5f62a
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_77.tif,official_scans,Official,s11_77.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,75ae8904bb9d5876c8e1165b402da255
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_78.tif,official_scans,Official,s11_78.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,3c468ce812fd5dd9acdcffe8fdccc826
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_79.tif,official_scans,Official,s11_79.tif,2481.0,3471.0,RGB,TIFF,300.0,25842013,22936e865c963e80a707932f24bf3cfe
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_80.tif,official_scans,Official,s11_80.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,db6d36798851dfd0c0c64bb66e0ad26e
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_81.tif,official_scans,Official,s11_81.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,a9cafc50eacebf30de816373f724a97f
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_82.tif,official_scans,Official,s11_82.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,faff889e7a31ed6089a22eda3550c48e
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_83.tif,official_scans,Official,s11_83.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,f0c65c9681900597f7b2dabf5778f15f
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_84.tif,official_scans,Official,s11_84.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,b89112158c510fa9fa86fd74522e1440
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_85.tif,official_scans,Official,s11_85.tif,2481.0,3471.0,RGB,TIFF,300.0,25842013,c1c76f389a94d01471464f2100aa70a9
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_86.tif,official_scans,Official,s11_86.tif,2481.0,3471.0,RGB,TIFF,300.0,25842013,cab5e628b1cf0426174b931d50947913
C:\Users\Admin\AI_TraceFinder\data\official_scans\Official\HP\300\s11_87.tif,official_scans,Official,s11_87.tif,2481.0,3487.0,RGB,TIFF,300.0,25961133,ff18b381bd28e23042876145bfb786e8
