width,height,channels,color_mode,format,dpi_x,dpi_y,file_size_bytes,file_size_mb,aspect_ratio,megapixels,data_type,is_multi_page,is_valid,error,image_path,category,scanner,scanner_model,tamper_type,filename
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_85.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_85.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_86.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_86.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_87.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_87.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_88.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_88.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_89.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_89.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_9.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_9.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_90.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_90.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_91.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_91.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_92.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_92.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_93.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_93.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_94.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_94.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_95.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_95.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_96.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_96.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_97.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_97.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_98.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_98.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_99.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_99.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_100.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_100.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_12.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_12.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_16.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_16.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_17.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_17.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_22.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_22.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_25.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_25.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_26.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_26.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_27.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_27.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_28.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_28.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_29.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_29.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_3.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_3.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_31.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_31.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_33.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_33.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_37.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_37.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_4.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_4.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_46.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_46.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_50.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_50.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_51.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_51.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_54.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_54.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_57.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_57.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_58.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_58.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_6.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_6.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_62.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_62.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_63.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_63.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_64.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_64.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_65.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_65.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_66.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_66.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_67.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_67.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_68.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_68.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_69.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_69.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_70.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_70.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_71.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_71.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_72.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_72.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_73.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_73.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_74.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_74.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_75.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_75.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_76.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_76.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_77.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_77.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_78.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_78.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_79.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_79.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_80.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_80.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_81.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_81.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_82.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_82.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_83.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_83.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_84.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_84.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_85.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_85.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_86.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_86.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_87.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_87.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_88.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_88.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_89.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_89.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_9.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_9.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_90.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_90.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_91.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_91.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_92.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_92.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_93.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_93.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_94.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_94.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_95.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_95.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_96.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_96.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_97.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_97.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_98.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_98.tif
1236,1754,3,RGB,TIFF,151.0,151.0,6506011,6.205,0.705,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV370-2\s7_99.tif,official_docs,EpsonV370-2,EpsonV370-2,original,s7_99.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_100.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_100.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_18.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_18.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_24.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_24.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_33.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_33.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_41.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_41.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_46.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_46.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_47.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_47.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_48.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_48.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_49.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_49.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_51.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_51.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_53.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_53.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_57.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_57.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_6.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_6.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_60.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_60.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_69.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_69.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106955,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_70.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_70.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106955,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_71.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_71.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106955,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_72.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_72.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106955,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_73.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_73.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_78.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_78.tif
1240,1754,3,RGB,TIFF,151.0,151.0,6527059,6.225,0.707,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\EpsonV39-1\s8_83.tif,official_docs,EpsonV39-1,EpsonV39-1,original,s8_83.tif
